"country_or_area","year","unit","geothermal","hydro","nuclear_electricity","solar_electricity","tide_wave_and_ocean_electricity","wind_electricity","total","alpha.3"
"Slovakia",2000,"Kilowatt-hours, Million",0,4975,16494,0,0,0,21469,"SVK"
"Slovakia",2005,"Kilowatt-hours, Million",0,4741,17727,0,0,6,22474,"SVK"
"Slovakia",2014,"Kilowatt-hours, Million",0,4462,15499,597,0,6,20564,"SVK"
"Slovakia",2007,"Kilowatt-hours, Million",0,4615,15334,0,0,8,19957,"SVK"
"Slovakia",2013,"Kilowatt-hours, Million",0,5166,15720,588,0,6,21480,"SVK"
"Slovakia",1995,"Kilowatt-hours, Million",0,5226,11437,0,0,0,16663,"SVK"
"Slovakia",2012,"Kilowatt-hours, Million",0,4439,15495,424,0,6,20364,"SVK"
"Slovakia",2001,"Kilowatt-hours, Million",0,5117,17103,0,0,0,22220,"SVK"
"Slovakia",1996,"Kilowatt-hours, Million",0,4533,11249,0,0,0,15782,"SVK"
"Slovakia",1997,"Kilowatt-hours, Million",0,4358,11073,0,0,0,15431,"SVK"
"Slovakia",2002,"Kilowatt-hours, Million",0,5483,17953,0,0,0,23436,"SVK"
"Slovakia",2008,"Kilowatt-hours, Million",0,4241,16703,0,0,7,20951,"SVK"
"Slovakia",2003,"Kilowatt-hours, Million",0,3672,17864,0,0,2,21538,"SVK"
"Slovakia",2006,"Kilowatt-hours, Million",0,4566,18012,0,0,6,22584,"SVK"
"Slovenia",2000,"Kilowatt-hours, Million",0,3834,4761,0,0,0,8595,"SVN"
"Slovenia",2001,"Kilowatt-hours, Million",0,3796,5257,0,0,0,9053,"SVN"
"Slovenia",2009,"Kilowatt-hours, Million",0,4715,5739,4,0,0,10458,"SVN"
"Slovenia",2014,"Kilowatt-hours, Million",0,6366,6370,257,0,4,12997,"SVN"
"Slovenia",1998,"Kilowatt-hours, Million",0,3449,5042,0,0,0,8491,"SVN"
"Slovenia",2011,"Kilowatt-hours, Million",0,3706,6215,65,0,0,9986,"SVN"
"Slovenia",2012,"Kilowatt-hours, Million",0,4087,5528,163,0,0,9778,"SVN"
"Slovenia",2010,"Kilowatt-hours, Million",0,4703,5657,13,0,0,10373,"SVN"
"Slovenia",1999,"Kilowatt-hours, Million",0,3741,4696,0,0,0,8437,"SVN"
"Slovenia",2013,"Kilowatt-hours, Million",0,4923,5300,215,0,4,10442,"SVN"
"Slovenia",1995,"Kilowatt-hours, Million",0,3252,4779,0,0,0,8031,"SVN"
"Slovenia",2008,"Kilowatt-hours, Million",0,4018,6273,1,0,0,10292,"SVN"
"Slovenia",1994,"Kilowatt-hours, Million",0,3399,4609,0,0,0,8008,"SVN"
"Slovenia",2006,"Kilowatt-hours, Million",0,3591,5548,0,0,0,9139,"SVN"
"Slovenia",1997,"Kilowatt-hours, Million",0,3092,5019,0,0,0,8111,"SVN"
"Slovenia",2002,"Kilowatt-hours, Million",0,3312,5528,0,0,0,8840,"SVN"
"Slovenia",2003,"Kilowatt-hours, Million",0,2957,5207,0,0,0,8164,"SVN"
"Slovenia",2005,"Kilowatt-hours, Million",0,3461,5884,0,0,0,9345,"SVN"
"Slovenia",2007,"Kilowatt-hours, Million",0,3266,5695,0,0,0,8961,"SVN"
"Slovenia",2004,"Kilowatt-hours, Million",0,4094,5459,0,0,0,9553,"SVN"
"Slovenia",1996,"Kilowatt-hours, Million",0,3673,4647,0,0,0,8320,"SVN"
"South Africa",1995,"Kilowatt-hours, Million",0,1803,11301,0,0,0,13104,"ZAF"
"South Africa",1994,"Kilowatt-hours, Million",0,2591,9697,0,0,0,12288,"ZAF"
"South Africa",2002,"Kilowatt-hours, Million",0,4394,11991,21,0,32,16438,"ZAF"
"South Africa",2007,"Kilowatt-hours, Million",0,3847,11317,21,0,32,15217,"ZAF"
"South Africa",2006,"Kilowatt-hours, Million",0,5845,10026,21,0,32,15924,"ZAF"
"South Africa",2010,"Kilowatt-hours, Million",0,5067,12099,7,0,34,17207,"ZAF"
"South Africa",2012,"Kilowatt-hours, Million",0,4211,11954,39,0,37,16241,"ZAF"
"South Africa",2011,"Kilowatt-hours, Million",0,5019,13502,1,0,37,18559,"ZAF"
"South Africa",2003,"Kilowatt-hours, Million",0,3682,12663,21,0,32,16398,"ZAF"
"South Africa",2001,"Kilowatt-hours, Million",0,3912,10719,0,0,0,14631,"ZAF"
"South Africa",2000,"Kilowatt-hours, Million",0,3934,13010,0,0,0,16944,"ZAF"
"South Africa",2013,"Kilowatt-hours, Million",0,4040,14106,243,0,37,18426,"ZAF"
"South Africa",1998,"Kilowatt-hours, Million",0,4016,13601,0,0,0,17617,"ZAF"
"South Africa",2009,"Kilowatt-hours, Million",0,4142,12806,21,0,85,17054,"ZAF"
"South Africa",1999,"Kilowatt-hours, Million",0,3316,12837,0,0,0,16153,"ZAF"
"South Africa",1997,"Kilowatt-hours, Million",0,4700,12647,0,0,0,17347,"ZAF"
"South Africa",2005,"Kilowatt-hours, Million",0,4199,11293,21,0,32,15545,"ZAF"
"South Africa",2004,"Kilowatt-hours, Million",0,4625,13365,21,0,32,18043,"ZAF"
"South Africa",2008,"Kilowatt-hours, Million",0,3975,13004,21,0,85,17085,"ZAF"
"South Africa",2014,"Kilowatt-hours, Million",0,4082,13794,1120,0,1070,20066,"ZAF"
"South Africa",1996,"Kilowatt-hours, Million",0,3539,11775,0,0,0,15314,"ZAF"
"South Sudan",2013,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"SSD"
"South Sudan",2014,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"SSD"
"South Sudan",2012,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"SSD"
"Spain",1999,"Kilowatt-hours, Million",0,25437,58852,17,0,2744,87050,"ESP"
"Spain",2005,"Kilowatt-hours, Million",0,23025,57539,41,0,21176,101781,"ESP"
"Spain",1996,"Kilowatt-hours, Million",0,40874,56330,12,0,364,97580,"ESP"
"Spain",2010,"Kilowatt-hours, Million",0,45511,61990,7186,0,44271,158958,"ESP"
"Spain",2014,"Kilowatt-hours, Million",0,42970,57305,13673,0,52013,165961,"ESP"
"Spain",2008,"Kilowatt-hours, Million",0,26144,58973,2578,0,32946,120641,"ESP"
"Spain",2006,"Kilowatt-hours, Million",0,29831,60126,119,0,23297,113373,"ESP"
"Spain",1998,"Kilowatt-hours, Million",0,35806,58993,15,0,1352,96166,"ESP"
"Spain",2012,"Kilowatt-hours, Million",0,24162,61470,11968,0,49472,147072,"ESP"
"Spain",2001,"Kilowatt-hours, Million",0,43864,63708,24,0,6759,114355,"ESP"
"Spain",1994,"Kilowatt-hours, Million",0,29182,55313,10,0,175,84680,"ESP"
"Spain",2007,"Kilowatt-hours, Million",0,30522,55103,508,0,27568,113701,"ESP"
"Spain",2009,"Kilowatt-hours, Million",0,29162,52761,6064,0,38117,126104,"ESP"
"Spain",1995,"Kilowatt-hours, Million",0,24569,55455,15,0,270,80309,"ESP"
"Spain",2004,"Kilowatt-hours, Million",0,34439,63606,56,0,15700,113801,"ESP"
"Spain",2002,"Kilowatt-hours, Million",0,26270,63016,30,0,9342,98658,"ESP"
"Spain",2011,"Kilowatt-hours, Million",0,32911,57718,9400,0,42918,142947,"ESP"
"Spain",2003,"Kilowatt-hours, Million",0,43897,61875,41,0,12075,117888,"ESP"
"Spain",2000,"Kilowatt-hours, Million",0,31807,62206,18,0,4727,98758,"ESP"
"Spain",1997,"Kilowatt-hours, Million",0,36002,55298,13,0,742,92055,"ESP"
"Spain",2013,"Kilowatt-hours, Million",0,41052,56726,13097,0,55646,166521,"ESP"
"Sri Lanka",2002,"Kilowatt-hours, Million",0,2700.3,0,1.52,0,3.606,2705.426,"LKA"
"Sri Lanka",2006,"Kilowatt-hours, Million",0,4645.3,0,5.41,0,2.306,4653.016,"LKA"
"Sri Lanka",1996,"Kilowatt-hours, Million",0,3252,0,0,0,0,3252,"LKA"
"Sri Lanka",2005,"Kilowatt-hours, Million",0,3462.1,0,4.61,0,2.406,3469.116,"LKA"
"Sri Lanka",2004,"Kilowatt-hours, Million",0,2968.7,0,3.52,0,2.706,2974.926,"LKA"
"Sri Lanka",2001,"Kilowatt-hours, Million",0,3118.1,0,0.9,0,3.5,3122.5,"LKA"
"Sri Lanka",2013,"Kilowatt-hours, Million",0,6929.489,0,9.681,0,235.576,7174.746,"LKA"
"Sri Lanka",1994,"Kilowatt-hours, Million",0,4089,0,0,0,0,4089,"LKA"
"Sri Lanka",2012,"Kilowatt-hours, Million",0,3302,0,9.6,0,146.806,3458.406,"LKA"
"Sri Lanka",2010,"Kilowatt-hours, Million",0,5644.6,0,7.203,0,53.206,5705.009,"LKA"
"Sri Lanka",1999,"Kilowatt-hours, Million",0,4170,0,0,0,3,4173,"LKA"
"Sri Lanka",2000,"Kilowatt-hours, Million",0,3203.8,0,0.4,0,3.4,3207.6,"LKA"
"Sri Lanka",2014,"Kilowatt-hours, Million",0,4562.89,0,9.47,0,273.45,4845.81,"LKA"
"Sri Lanka",1997,"Kilowatt-hours, Million",0,3447,0,0,0,0,3447,"LKA"
"Sri Lanka",1998,"Kilowatt-hours, Million",0,3915,0,0,0,0,3915,"LKA"
"Sri Lanka",2003,"Kilowatt-hours, Million",0,3318.3,0,2.42,0,3.406,3324.126,"LKA"
"Sri Lanka",1995,"Kilowatt-hours, Million",0,4514,0,0,0,0,4514,"LKA"
"Sri Lanka",2007,"Kilowatt-hours, Million",0,3956.5,0,6.01,0,2.306,3964.816,"LKA"
"Sri Lanka",2011,"Kilowatt-hours, Million",0,4583.8,0,8.7,0,91.606,4684.106,"LKA"
"Sri Lanka",2009,"Kilowatt-hours, Million",0,3891.1,0,6.804,0,3.506,3901.41,"LKA"
"Sri Lanka",2008,"Kilowatt-hours, Million",0,4139.2,0,6.4,0,3.206,4148.806,"LKA"
"St. Helena and Depend.",2009,"Kilowatt-hours, Million",0,0,0,0,0,0.63,0.63,"SHN"
"St. Helena and Depend.",2011,"Kilowatt-hours, Million",0,0,0,0,0,1.14,1.14,"SHN"
"St. Helena and Depend.",2012,"Kilowatt-hours, Million",0,0,0,0.01,0,0.87,0.88,"SHN"
"St. Helena and Depend.",2013,"Kilowatt-hours, Million",0,0,0,0.07,0,1.01,1.08,"SHN"
"St. Helena and Depend.",2014,"Kilowatt-hours, Million",0,0,0,0.07,0,1.01,1.08,"SHN"
"St. Helena and Depend.",2008,"Kilowatt-hours, Million",0,0,0,0,0,0.6,0.6,"SHN"
"St. Helena and Depend.",2010,"Kilowatt-hours, Million",0,0,0,0,0,1.1,1.1,"SHN"
"St. Kitts-Nevis",2010,"Kilowatt-hours, Million",0,0,0,0,0,5.7,5.7,"KNA"
"St. Kitts-Nevis",2012,"Kilowatt-hours, Million",0,0,0,0,0,7.8,7.8,"KNA"
"St. Kitts-Nevis",2009,"Kilowatt-hours, Million",0,0,0,0,0,0,0,"KNA"
"St. Kitts-Nevis",2014,"Kilowatt-hours, Million",0,0,0,1,0,8,9,"KNA"
"St. Kitts-Nevis",2013,"Kilowatt-hours, Million",0,0,0,1,0,8,9,"KNA"
"St. Kitts-Nevis",2011,"Kilowatt-hours, Million",0,0,0,0,0,5.5,5.5,"KNA"
"St. Pierre-Miquelon",2002,"Kilowatt-hours, Million",0,0,0,0,0,0.8,0.8,"SPM"
"St. Pierre-Miquelon",2001,"Kilowatt-hours, Million",0,0,0,0,0,0.8,0.8,"SPM"
"St. Pierre-Miquelon",2006,"Kilowatt-hours, Million",0,0,0,0,0,0.8,0.8,"SPM"
"St. Pierre-Miquelon",2007,"Kilowatt-hours, Million",0,0,0,0,0,0.8,0.8,"SPM"
"St. Pierre-Miquelon",2013,"Kilowatt-hours, Million",0,0,0,0,0,0.87,0.87,"SPM"
"St. Pierre-Miquelon",2009,"Kilowatt-hours, Million",0,0,0,0,0,0.81,0.81,"SPM"
"St. Pierre-Miquelon",2005,"Kilowatt-hours, Million",0,0,0,0,0,0.8,0.8,"SPM"
"St. Pierre-Miquelon",2014,"Kilowatt-hours, Million",0,0,0,0,0,0.87,0.87,"SPM"
"St. Pierre-Miquelon",2011,"Kilowatt-hours, Million",0,0,0,0,0,1.13,1.13,"SPM"
"St. Pierre-Miquelon",2008,"Kilowatt-hours, Million",0,0,0,0,0,0.85,0.85,"SPM"
"St. Pierre-Miquelon",2010,"Kilowatt-hours, Million",0,0,0,0,0,1.05,1.05,"SPM"
"St. Pierre-Miquelon",2012,"Kilowatt-hours, Million",0,0,0,0,0,0.87,0.87,"SPM"
"St. Pierre-Miquelon",2003,"Kilowatt-hours, Million",0,0,0,0,0,0.8,0.8,"SPM"
"St. Pierre-Miquelon",2000,"Kilowatt-hours, Million",0,0,0,0,0,0.8,0.8,"SPM"
"St. Pierre-Miquelon",2004,"Kilowatt-hours, Million",0,0,0,0,0,0.8,0.8,"SPM"
"St. Vincent-Grenadines",2006,"Kilowatt-hours, Million",0,23.2,0,0,0,0,23.2,"VCT"
"St. Vincent-Grenadines",2004,"Kilowatt-hours, Million",0,27.1,0,0,0,0,27.1,"VCT"
"St. Vincent-Grenadines",2003,"Kilowatt-hours, Million",0,20.7,0,0,0,0,20.7,"VCT"
"St. Vincent-Grenadines",1994,"Kilowatt-hours, Million",0,21,0,0,0,0,21,"VCT"
"St. Vincent-Grenadines",2000,"Kilowatt-hours, Million",0,24.8,0,0,0,0,24.8,"VCT"
"St. Vincent-Grenadines",2002,"Kilowatt-hours, Million",0,22,0,0,0,0,22,"VCT"
"St. Vincent-Grenadines",1999,"Kilowatt-hours, Million",0,17.4,0,0,0,0,17.4,"VCT"
"St. Vincent-Grenadines",1998,"Kilowatt-hours, Million",0,22.1,0,0,0,0,22.1,"VCT"
"St. Vincent-Grenadines",2005,"Kilowatt-hours, Million",0,25.5,0,0,0,0,25.5,"VCT"
"St. Vincent-Grenadines",2014,"Kilowatt-hours, Million",0,37.36,0,0,0,0,37.36,"VCT"
"St. Vincent-Grenadines",1996,"Kilowatt-hours, Million",0,21,0,0,0,0,21,"VCT"
"St. Vincent-Grenadines",2009,"Kilowatt-hours, Million",0,24,0,0,0,0,24,"VCT"
"St. Vincent-Grenadines",2010,"Kilowatt-hours, Million",0,24.3,0,0,0,0,24.3,"VCT"
"St. Vincent-Grenadines",1995,"Kilowatt-hours, Million",0,21.2,0,0,0,0,21.2,"VCT"
"St. Vincent-Grenadines",2001,"Kilowatt-hours, Million",0,18.5,0,0,0,0,18.5,"VCT"
"St. Vincent-Grenadines",2007,"Kilowatt-hours, Million",0,22.7,0,0,0,0,22.7,"VCT"
"St. Vincent-Grenadines",2012,"Kilowatt-hours, Million",0,31.24,0,0,0,0,31.24,"VCT"
"St. Vincent-Grenadines",2013,"Kilowatt-hours, Million",0,30.58,0,0,0,0,30.58,"VCT"
"St. Vincent-Grenadines",2011,"Kilowatt-hours, Million",0,31.24,0,0,0,0,31.24,"VCT"
"St. Vincent-Grenadines",2008,"Kilowatt-hours, Million",0,23.7,0,0,0,0,23.7,"VCT"
"St. Vincent-Grenadines",1997,"Kilowatt-hours, Million",0,22.2,0,0,0,0,22.2,"VCT"
"Sudan",2013,"Kilowatt-hours, Million",0,8317,0,0,0,0,8317,"SDN"
"Sudan",2012,"Kilowatt-hours, Million",0,6619,0,0,0,0,6619,"SDN"
"Sudan",2014,"Kilowatt-hours, Million",0,8913,0,0,0,0,8913,"SDN"
"Sudan (former)",2011,"Kilowatt-hours, Million",0,6467,0,0,0,0,6467,"SDN"
"Sudan (former)",2009,"Kilowatt-hours, Million",0,3228,0,0,0,0,3228,"SDN"
"Sudan (former)",1994,"Kilowatt-hours, Million",0,942,0,0,0,0,942,"SDN"
"Sudan (former)",2002,"Kilowatt-hours, Million",0,1287,0,0,0,0,1287,"SDN"
"Sudan (former)",2003,"Kilowatt-hours, Million",0,1163,0,0,0,0,1163,"SDN"
"Sudan (former)",2008,"Kilowatt-hours, Million",0,1463,0,0,0,0,1463,"SDN"
"Sudan (former)",1999,"Kilowatt-hours, Million",0,1210,0,0,0,0,1210,"SDN"
"Sudan (former)",2007,"Kilowatt-hours, Million",0,1451,0,0,0,0,1451,"SDN"
"Sudan (former)",2005,"Kilowatt-hours, Million",0,1261,0,0,0,0,1261,"SDN"
"Sudan (former)",1996,"Kilowatt-hours, Million",0,955,0,0,0,0,955,"SDN"
"Sudan (former)",2006,"Kilowatt-hours, Million",0,1370,0,0,0,0,1370,"SDN"
"Sudan (former)",1997,"Kilowatt-hours, Million",0,975,0,0,0,0,975,"SDN"
"Sudan (former)",2004,"Kilowatt-hours, Million",0,1107,0,0,0,0,1107,"SDN"
"Sudan (former)",1995,"Kilowatt-hours, Million",0,935,0,0,0,0,935,"SDN"
"Sudan (former)",2000,"Kilowatt-hours, Million",0,1183,0,0,0,0,1183,"SDN"
"Sudan (former)",1998,"Kilowatt-hours, Million",0,1043,0,0,0,0,1043,"SDN"
"Sudan (former)",2001,"Kilowatt-hours, Million",0,1236,0,0,0,0,1236,"SDN"
"Sudan (former)",2010,"Kilowatt-hours, Million",0,6202,0,0,0,0,6202,"SDN"
"Suriname",2004,"Kilowatt-hours, Million",0,738.6,0,0,0,0,738.6,"SUR"
"Suriname",2005,"Kilowatt-hours, Million",0,639.8,0,0,0,0,639.8,"SUR"
"Suriname",1994,"Kilowatt-hours, Million",0,1182.4,0,0,0,0,1182.4,"SUR"
"Suriname",2011,"Kilowatt-hours, Million",0,946.4,0,0,0,0,946.4,"SUR"
"Suriname",2009,"Kilowatt-hours, Million",0,1069,0,0,0,0,1069,"SUR"
"Suriname",1996,"Kilowatt-hours, Million",0,1203.2,0,0,0,0,1203.2,"SUR"
"Suriname",2006,"Kilowatt-hours, Million",0,820.5,0,0,0,0,820.5,"SUR"
"Suriname",2013,"Kilowatt-hours, Million",0,481.1,0,0,0,0,481.1,"SUR"
"Suriname",1999,"Kilowatt-hours, Million",0,1224.8,0,0,0,0,1224.8,"SUR"
"Suriname",2008,"Kilowatt-hours, Million",0,1074.7,0,0,0,0,1074.7,"SUR"
"Suriname",1998,"Kilowatt-hours, Million",0,1222.4,0,0,0,0,1222.4,"SUR"
"Suriname",2000,"Kilowatt-hours, Million",0,920,0,0,0,0,920,"SUR"
"Suriname",2003,"Kilowatt-hours, Million",0,772.1,0,0,0,0,772.1,"SUR"
"Suriname",2014,"Kilowatt-hours, Million",0,795.1,0,0,0,0,795.1,"SUR"
"Suriname",2001,"Kilowatt-hours, Million",0,921,0,0,0,0,921,"SUR"
"Suriname",2007,"Kilowatt-hours, Million",0,922.4,0,0,0,0,922.4,"SUR"
"Suriname",1995,"Kilowatt-hours, Million",0,1192.8,0,0,0,0,1192.8,"SUR"
"Suriname",2002,"Kilowatt-hours, Million",0,856.3,0,0,0,0,856.3,"SUR"
"Suriname",1997,"Kilowatt-hours, Million",0,1213.6,0,0,0,0,1213.6,"SUR"
"Suriname",2010,"Kilowatt-hours, Million",0,968.2,0,0,0,0,968.2,"SUR"
"Suriname",2012,"Kilowatt-hours, Million",0,998,0,0,0,0,998,"SUR"
"Swaziland",2004,"Kilowatt-hours, Million",0,103.5,0,0,0,0,103.5,"SWZ"
"Swaziland",2006,"Kilowatt-hours, Million",0,156.28,0,0,0,0,156.28,"SWZ"
"Swaziland",2011,"Kilowatt-hours, Million",0,333.4,0,0,0,0,333.4,"SWZ"
"Swaziland",1996,"Kilowatt-hours, Million",0,210,0,0,0,0,210,"SWZ"
"Swaziland",2005,"Kilowatt-hours, Million",0,159.5,0,0,0,0,159.5,"SWZ"
"Swaziland",2013,"Kilowatt-hours, Million",0,239.8,0,0,0,0,239.8,"SWZ"
"Swaziland",1999,"Kilowatt-hours, Million",0,188.8,0,0,0,0,188.8,"SWZ"
"Swaziland",2012,"Kilowatt-hours, Million",0,272.3,0,0,0,0,272.3,"SWZ"
"Swaziland",2003,"Kilowatt-hours, Million",0,123,0,0,0,0,123,"SWZ"
"Swaziland",1997,"Kilowatt-hours, Million",0,200,0,0,0,0,200,"SWZ"
"Swaziland",1994,"Kilowatt-hours, Million",0,204,0,0,0,0,204,"SWZ"
"Swaziland",2009,"Kilowatt-hours, Million",0,245.5,0,0,0,0,245.5,"SWZ"
"Swaziland",2001,"Kilowatt-hours, Million",0,229.1,0,0,0,0,229.1,"SWZ"
"Swaziland",2007,"Kilowatt-hours, Million",0,173.08,0,0,0,0,173.08,"SWZ"
"Swaziland",1998,"Kilowatt-hours, Million",0,200,0,0,0,0,200,"SWZ"
"Swaziland",2008,"Kilowatt-hours, Million",0,160,0,0,0,0,160,"SWZ"
"Swaziland",2000,"Kilowatt-hours, Million",0,192.3,0,0,0,0,192.3,"SWZ"
"Swaziland",2014,"Kilowatt-hours, Million",0,302,0,0,0,0,302,"SWZ"
"Swaziland",1995,"Kilowatt-hours, Million",0,210,0,0,0,0,210,"SWZ"
"Swaziland",2010,"Kilowatt-hours, Million",0,288.1,0,0,0,0,288.1,"SWZ"
"Swaziland",2002,"Kilowatt-hours, Million",0,203.7,0,0,0,0,203.7,"SWZ"
"Sweden",2000,"Kilowatt-hours, Million",0,78619,57316,1,0,457,136393,"SWE"
"Sweden",2011,"Kilowatt-hours, Million",0,66556,60475,11,0,6078,133120,"SWE"
"Sweden",2003,"Kilowatt-hours, Million",0,53598,67415,2,0,679,121694,"SWE"
"Sweden",2007,"Kilowatt-hours, Million",0,66262,66969,3,0,1430,134664,"SWE"
"Sweden",1999,"Kilowatt-hours, Million",0,71713,73188,1,0,358,145260,"SWE"
"Sweden",2009,"Kilowatt-hours, Million",0,65977,52173,7,0,2485,120642,"SWE"
"Sweden",2013,"Kilowatt-hours, Million",0,61496,66457,35,0,9842,137830,"SWE"
"Sweden",2006,"Kilowatt-hours, Million",0,61856,66977,2,0,987,129822,"SWE"
"Sweden",2008,"Kilowatt-hours, Million",0,69211,63889,4,0,1996,135100,"SWE"
"Sweden",2014,"Kilowatt-hours, Million",0,63872,64877,47,0,11234,140030,"SWE"
"Sweden",2001,"Kilowatt-hours, Million",0,79082,72109,2,0,482,151675,"SWE"
"Sweden",2010,"Kilowatt-hours, Million",0,66501,57828,9,0,3502,127840,"SWE"
"Sweden",2005,"Kilowatt-hours, Million",0,72874,72377,2,0,936,146189,"SWE"
"Sweden",1995,"Kilowatt-hours, Million",0,68160,69935,1,0,99,138195,"SWE"
"Sweden",1998,"Kilowatt-hours, Million",0,75040,73583,1,0,317,148941,"SWE"
"Sweden",1997,"Kilowatt-hours, Million",0,69099,69928,1,0,203,139231,"SWE"
"Sweden",2004,"Kilowatt-hours, Million",0,60178,77486,2,0,850,138516,"SWE"
"Sweden",2012,"Kilowatt-hours, Million",0,79058,64037,19,0,7165,150279,"SWE"
"Sweden",1996,"Kilowatt-hours, Million",0,51775,74274,1,0,144,126194,"SWE"
"Sweden",1994,"Kilowatt-hours, Million",0,59453,73156,1,0,72,132682,"SWE"
"Sweden",2002,"Kilowatt-hours, Million",0,66395,68111,2,0,608,135116,"SWE"
"Switzerland",1995,"Kilowatt-hours, Million",0,35954,24895,5,0,0,60854,"CHE"
"Switzerland",2003,"Kilowatt-hours, Million",0,36865,27487,17,0,5,64374,"CHE"
"Switzerland",2013,"Kilowatt-hours, Million",0,39968,25990,544,0,90,66592,"CHE"
"Switzerland",2008,"Kilowatt-hours, Million",0,37935,27700,34,0,19,65688,"CHE"
"Switzerland",2009,"Kilowatt-hours, Million",0,37507,27686,50,0,23,65266,"CHE"
"Switzerland",2014,"Kilowatt-hours, Million",0,39701,27557,842,0,101,68201,"CHE"
"Switzerland",2002,"Kilowatt-hours, Million",0,36924,27234,14,0,5,64177,"CHE"
"Switzerland",2011,"Kilowatt-hours, Million",0,34133,26710,149,0,70,61062,"CHE"
"Switzerland",1997,"Kilowatt-hours, Million",0,35142,25409,8,0,2,60561,"CHE"
"Switzerland",1999,"Kilowatt-hours, Million",0,41022,25830,9,0,3,66864,"CHE"
"Switzerland",2012,"Kilowatt-hours, Million",0,40305,25441,320,0,88,66154,"CHE"
"Switzerland",2006,"Kilowatt-hours, Million",0,32883,27819,23,0,15,60740,"CHE"
"Switzerland",2005,"Kilowatt-hours, Million",0,33086,23341,19,0,8,56454,"CHE"
"Switzerland",2004,"Kilowatt-hours, Million",0,35468,26958,17,0,6,62449,"CHE"
"Switzerland",1996,"Kilowatt-hours, Million",0,29995,25142,6,0,1,55144,"CHE"
"Switzerland",2000,"Kilowatt-hours, Million",0,38230,26446,11,0,3,64690,"CHE"
"Switzerland",2001,"Kilowatt-hours, Million",0,42673,26811,12,0,4,69500,"CHE"
"Switzerland",1994,"Kilowatt-hours, Million",0,39952,24363,5,0,0,64320,"CHE"
"Switzerland",2010,"Kilowatt-hours, Million",0,37825,26339,83,0,37,64284,"CHE"
"Switzerland",1998,"Kilowatt-hours, Million",0,34637,25830,8,0,3,60478,"CHE"
"Switzerland",2007,"Kilowatt-hours, Million",0,36737,27925,27,0,16,64705,"CHE"
"Syrian Arab Republic",2009,"Kilowatt-hours, Million",0,1866,0,0,0,0,1866,"SYR"
"Syrian Arab Republic",2000,"Kilowatt-hours, Million",0,3231,0,0,0,0,3231,"SYR"
"Syrian Arab Republic",1995,"Kilowatt-hours, Million",0,2510,0,0,0,0,2510,"SYR"
"Syrian Arab Republic",1998,"Kilowatt-hours, Million",0,2700,0,0,0,0,2700,"SYR"
"Syrian Arab Republic",2008,"Kilowatt-hours, Million",0,2869,0,0,0,0,2869,"SYR"
"Syrian Arab Republic",2001,"Kilowatt-hours, Million",0,3410,0,0,0,0,3410,"SYR"
"Syrian Arab Republic",1999,"Kilowatt-hours, Million",0,2720,0,0,0,0,2720,"SYR"
"Syrian Arab Republic",2006,"Kilowatt-hours, Million",0,3945,0,0,0,0,3945,"SYR"
"Syrian Arab Republic",2010,"Kilowatt-hours, Million",0,2592,0,0,0,0,2592,"SYR"
"Syrian Arab Republic",2005,"Kilowatt-hours, Million",0,4325,0,0,0,0,4325,"SYR"
"Syrian Arab Republic",2002,"Kilowatt-hours, Million",0,2451,0,0,0,0,2451,"SYR"
"Syrian Arab Republic",2004,"Kilowatt-hours, Million",0,4175,0,0,0,0,4175,"SYR"
"Syrian Arab Republic",2013,"Kilowatt-hours, Million",0,3000,0,0,0,0,3000,"SYR"
"Syrian Arab Republic",2012,"Kilowatt-hours, Million",0,3237,0,0,0,0,3237,"SYR"
"Syrian Arab Republic",1996,"Kilowatt-hours, Million",0,2550,0,0,0,0,2550,"SYR"
"Syrian Arab Republic",2007,"Kilowatt-hours, Million",0,3478,0,0,0,0,3478,"SYR"
"Syrian Arab Republic",2014,"Kilowatt-hours, Million",0,3000,0,0,0,0,3000,"SYR"
"Syrian Arab Republic",1994,"Kilowatt-hours, Million",0,2458,0,0,0,0,2458,"SYR"
"Syrian Arab Republic",1997,"Kilowatt-hours, Million",0,2600,0,0,0,0,2600,"SYR"
"Syrian Arab Republic",2003,"Kilowatt-hours, Million",0,2758,0,0,0,0,2758,"SYR"
"Syrian Arab Republic",2011,"Kilowatt-hours, Million",0,3283,0,0,0,0,3283,"SYR"
"T.F.Yug.Rep. Macedonia",1998,"Kilowatt-hours, Million",0,1083,0,0,0,0,1083,"MKD"
"T.F.Yug.Rep. Macedonia",2007,"Kilowatt-hours, Million",0,1010,0,0,0,0,1010,"MKD"
"T.F.Yug.Rep. Macedonia",2000,"Kilowatt-hours, Million",0,1170,0,0,0,0,1170,"MKD"
"T.F.Yug.Rep. Macedonia",2012,"Kilowatt-hours, Million",0,1041,0,3,0,0,1044,"MKD"
"T.F.Yug.Rep. Macedonia",2005,"Kilowatt-hours, Million",0,1492,0,0,0,0,1492,"MKD"
"T.F.Yug.Rep. Macedonia",2009,"Kilowatt-hours, Million",0,1270,0,0,0,0,1270,"MKD"
"T.F.Yug.Rep. Macedonia",2001,"Kilowatt-hours, Million",0,626,0,0,0,0,626,"MKD"
